,Player_Stats (College/Univ),Player_Stats (Univ_State),School,City and State,Type,Conference,Division,Sub-division
1688,Washington St.,WA,Washington State University,"Pullman, Washington",Public,Pac-12 Conference,NCAA D1,FBS
1689,Washington St.,WA,Washington State University,"Pullman, Washington",Public,Pac-12 Conference,NCAA D1,FBS
1690,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
1691,Syracuse,NY,Syracuse University,"Syracuse, New York",Private,American Athletics Conference,NCAA D1,FBS
1692,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
1693,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
1694,Kentucky,KY,University of Kentucky,"Lexington, Kentucky",Public,Southeastern Conference,NCAA D1,FBS
1695,Kentucky St.,KY,Kentucky State University,"Frankfort, Kentucky",Public,Southern Intercol. Ath. Conf.,NCAA D2,NCAA D2
1696,Maryland,MD,University of Maryland,"College Park, Maryland",Public,Big Ten Conference,NCAA D1,FBS
1697,Towson,MD,Towson University,"Towson, Maryland",Public,Colonial Athletic Association,NCAA D1,FCS
1698,Navy,MD,United States Naval Academy,"Annapolis, Maryland",Public,Patriot League,NCAA D1,FBS
1699,Rutgers,NJ,Rutgers University,"Piscataway, New Jersey",Public,Big Ten Conference,NCAA D1,FBS
1700,Wisconsin,WI,University of Wisconsin,"Madison, Wisconsin",Public,Big Ten Conference,NCAA D1,FBS
1701,Missouri,MO,University of Missouri,"Columbia, Missouri",Public,Southeastern Conference,NCAA D1,FBS
1702,South Dakota St.,SD,South Dakota State University,"Brookings, South Dakota",Public,Summit League Conference,NCAA D1,FCS
1703,Marshall,WV,Marshall University,"Huntington, West Virginia",Public,Conference USA,NCAA D1,FBS
1704,Marshall,WV,Marshall University,"Huntington, West Virginia",Public,Conference USA,NCAA D1,FBS
1705,West Virginia,WV,West Virginia University,"Morgantown, West Virginia",Public,Big 12 Conference,NCAA D1,FBS
1706,New Hampshire,NH,University of New Hampshire,"Durham, New Hampshire",Public,American East Conference,NCAA D1,FCS
1707,Western Carolina,NC,Western Carolina University,"Cullowhee, North Carolina",Public,Southern Conference,NCAA D1,FCS
1708,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1709,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1710,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1711,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1712,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1713,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1714,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1715,Central Florida,FL,University of Central Florida,"Orlando, Florida",Public,American Athletic Conference,NCAA D1,FBS
1716,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
1717,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1718,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1719,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1720,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
1721,California,CA,University of California-Berkeley,"Berkeley, California",Public,Pac-12 Conference,NCAA D1,FBS
1722,California,CA,University of California-Berkeley,"Berkeley, California",Public,Pac-12 Conference,NCAA D1,FBS
1723,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
1724,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
1725,Sacramento St.,CA,California State University - Sacramento,"Sacramento, California",Public,Big Sky Conference,NCAA D1,FCS
1726,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1727,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1728,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1729,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1730,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
1731,Virginia,VA,University of Virginia,"Charlottesville, Virginia",Public,Atlantic Coast Conference,NCAA D1,FBS
1732,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
1733,Temple,PA,Temple University,"Philadelphia, Pennsylvania",Public,American Athletic Conference,NCAA D1,FBS
1734,Texas A&M,TX,Texas A&M University,"College Station, Texas",Public,Southeastern Conference,NCAA D1,FBS
1735,Texas A&M,TX,Texas A&M University,"College Station, Texas",Public,Southeastern Conference,NCAA D1,FBS
1736,Rice,TX,Rice University,"Houston, Texas",Private,Conference USA,NCAA D1,FBS
1737,Houston,TX,University of Houston,"Houston, Texas",Public,American Athletic Conference,NCAA D1,FBS
1738,Houston,TX,University of Houston,"Houston, Texas",Public,American Athletic Conference,NCAA D1,FBS
1739,S.F. Austin,TX,Stephen F. Austin State University,"Nacogdoches, Texas",Public,United Athletic Conference,NCAA D1,FCS
1740,Auburn,AL,Auburn University,"Auburn, Alabama",Public,Southeastern Conference,NCAA D1,FBS
1741,Northern Iowa,IA,University of Northern Iowa,"Cedar Falls, Iowa",Public,Missouri Valley Conference,NCAA D1,FCS
1742,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
1743,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
1744,Fort Valley St.,GA,Fort Valley State University,"Fort Valley, Georgia",Public,Southern Intercol. Ath. Conf.,NCAA D2,NCAA D2
1745,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
1746,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
1747,Illinois,IL,University of Illinois,"Champaign, Illinois",Public,Big Ten Conference,NCAA D1,FBS
1748,Western Illinois,IL,Western Illinois University,"Macomb, Illinois",Public,Ohio Valley Conference,NCAA D1,FCS
1749,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
1750,Arizona,AZ,University of Arizona,"Tucson, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
1751,Hawaii,HI,University of Hawaii at Manoa,"Honolulu, Hawaii",Public,Mountain West Conference,NCAA D1,FBS
1752,Kent St.,OH,Kent State University,"Kent, Ohio",Public,Mid-American Conference,NCAA D1,FBS
1753,Ohio St.,OH,Ohio State University,"Columbus, Ohio",Public,Big Ten Conference,NCAA D1,FBS
1754,Southern Connecticut St.,CT,Southern Connecticut State University,"New Haven, Connecticut",Public,Northeast-10 Conference,NCAA D2,NCAA D2
1755,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
1756,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
1757,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
1758,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
1759,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
1760,Southern Miss,MS,University of Southern Mississippi,"Hattiesburg, Mississippi",Public,Sun Belt Conference,NCAA D1,FBS
1761,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
1762,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
1763,Maryland,MD,University of Maryland,"College Park, Maryland",Public,Big Ten Conference,NCAA D1,FBS
1764,Missouri,MO,University of Missouri,"Columbia, Missouri",Public,Southeastern Conference,NCAA D1,FBS
1765,South Dakota,SD,University of South Dakota,"Vermillion, South Dakota",Public,Summit League,NCAA D1,FCS
1766,South Dakota St.,SD,South Dakota State University,"Brookings, South Dakota",Public,Summit League Conference,NCAA D1,FCS
1767,Ark-Pine Bluff,AR,University of Arkansas at Pine Bluff,"Pine Bluff, Arkansas",Public,Southwestern Athletic Conference,NCAA D1,FCS
1768,Marshall,WV,Marshall University,"Huntington, West Virginia",Public,Conference USA,NCAA D1,FBS
1769,West Virginia,WV,West Virginia University,"Morgantown, West Virginia",Public,Big 12 Conference,NCAA D1,FBS
1770,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
1771,Western Carolina,NC,Western Carolina University,"Cullowhee, North Carolina",Public,Southern Conference,NCAA D1,FCS
1772,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1773,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1774,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1775,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1776,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1777,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1778,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1779,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1780,Florida St.,FL,Florida State University,"Tallahassee, Florida",Public,Atlantic Coast Conference,NCAA D1,FBS
1781,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
1782,Central Florida,FL,University of Central Florida,"Orlando, Florida",Public,American Athletic Conference,NCAA D1,FBS
1783,Central Oklahoma,OK,University of Central Oklahoma,"Edmond, Oklahoma",Public,Mid-America Intercollegiate Athletics Association,NCAA D2,NCAA D2
1784,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
1785,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1786,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1787,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1788,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1789,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
1790,California,CA,University of California-Berkeley,"Berkeley, California",Public,Pac-12 Conference,NCAA D1,FBS
1791,California,CA,University of California-Berkeley,"Berkeley, California",Public,Pac-12 Conference,NCAA D1,FBS
1792,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
1793,Sacramento St.,CA,California State University - Sacramento,"Sacramento, California",Public,Big Sky Conference,NCAA D1,FCS
1794,Cal State-Bakersfield,CA,California State University-Bakersfield,"Bakersfield, California",Public,Big West Conference,NCAA D1,FCS
1795,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1796,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1797,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1798,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1799,Pittsburgh,PA,University of Pittsburgh,"Pittsburgh, Pennsylvania",Public,Atlantic Coast Conference,NCAA D1,FBS
1800,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
1801,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
1802,Temple,PA,Temple University,"Philadelphia, Pennsylvania",Public,American Athletic Conference,NCAA D1,FBS
1803,Lehigh,PA,Lehigh University,"Bethlehem, Pennsylvania",Private,Patriot League,NCAA D1,FCS
1804,Texas A&M,TX,Texas A&M University,"College Station, Texas",Public,Southeastern Conference,NCAA D1,FBS
1805,Texas A&M,TX,Texas A&M University,"College Station, Texas",Public,Southeastern Conference,NCAA D1,FBS
1806,Baylor,TX,Baylor University,"Waco, Texas",Private,Big 12 Conference,NCAA D1,FBS
1807,Rice,TX,Rice University,"Houston, Texas",Private,Conference USA,NCAA D1,FBS
1808,Iowa,IA,University of Iowa,"Iowa City, Iowa",Public,Big Ten Conference,NCAA D1,FBS
1809,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
1810,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
1811,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
1812,Georgia Southern,GA,Georgia Southern University,"Statesboro, Georgia",Public,Sun Belt Conference,NCAA D1,FBS
1813,Fort Valley St.,GA,Fort Valley State University,"Fort Valley, Georgia",Public,Southern Intercol. Ath. Conf.,NCAA D2,NCAA D2
1814,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
1815,Illinois,IL,University of Illinois,"Champaign, Illinois",Public,Big Ten Conference,NCAA D1,FBS
1816,Western Illinois,IL,Western Illinois University,"Macomb, Illinois",Public,Ohio Valley Conference,NCAA D1,FCS
1817,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
1818,Arizona,AZ,University of Arizona,"Tucson, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
1819,Arizona,AZ,University of Arizona,"Tucson, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
1820,Hawaii,HI,University of Hawaii at Manoa,"Honolulu, Hawaii",Public,Mountain West Conference,NCAA D1,FBS
1821,Ohio St.,OH,Ohio State University,"Columbus, Ohio",Public,Big Ten Conference,NCAA D1,FBS
1822,Southern Connecticut St.,CT,Southern Connecticut State University,"New Haven, Connecticut",Public,Northeast-10 Conference,NCAA D2,NCAA D2
1823,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
1824,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
1825,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
1826,Oregon,OR,University of Oregon,"Eugene, Oregon",Public,Pac-12 Conference,NCAA D1,FBS
1827,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
1828,South Dakota,SD,University of South Dakota,"Vermillion, South Dakota",Public,Summit League,NCAA D1,FCS
1829,South Dakota St.,SD,South Dakota State University,"Brookings, South Dakota",Public,Summit League Conference,NCAA D1,FCS
1830,Arkansas,AR,University of Arkansas,"Fayetteville, Arkansas",Public,Southeastern Conference,NCAA D1,FBS
1831,Marshall,WV,Marshall University,"Huntington, West Virginia",Public,Conference USA,NCAA D1,FBS
1832,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1833,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
1834,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1835,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1836,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1837,LSU,LA,Louisiana State University (LSU),"Baton Rouge, Louisiana",Public,Southeastern Conference,NCAA D1,FBS
1838,Louisiana,LA,University of Louisiana,"Lafayette, Louisiana",Public,Sun Belt Conference,NCAA D1,FBS
1839,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
1840,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
1841,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
1842,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
1843,Florida,FL,University of Florida,"Gainesville, Florida",Public,Southeastern Conference,NCAA D1,FBS
1844,Central Florida,FL,University of Central Florida,"Orlando, Florida",Public,American Athletic Conference,NCAA D1,FBS
1845,Oklahoma St.,OK,Oklahoma State University,"Stillwater, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
1846,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
1847,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1848,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
1849,Fresno St.,CA,California State University-Fresno,"Fresno, California",Public,Mountain West Conference ,NCAA D1,FBS
1850,Fresno St.,CA,California State University-Fresno,"Fresno, California",Public,Mountain West Conference ,NCAA D1,FBS
1851,Fresno St.,CA,California State University-Fresno,"Fresno, California",Public,Mountain West Conference ,NCAA D1,FBS
1852,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
1853,USC,CA,University of Southern California,"Los Angeles, California",Private,Pac-12 Conference,NCAA D1,FBS
1854,California,CA,University of California-Berkeley,"Berkeley, California",Public,Pac-12 Conference,NCAA D1,FBS
1855,Sacramento St.,CA,California State University - Sacramento,"Sacramento, California",Public,Big Sky Conference,NCAA D1,FCS
1856,Cal State-Bakersfield,CA,California State University-Bakersfield,"Bakersfield, California",Public,Big West Conference,NCAA D1,FCS
1857,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
1858,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
1859,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
1860,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
1861,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
1862,Memphis,TN,University of Memphis,"Memphis, Tennessee",Public,American Athletic Conference,NCAA D1,FBS
